,Label,FileName
40,Blues,43458.fused.full.npy.gz
41,Blues,21307.fused.full.npy.gz
42,Blues,4537.fused.full.npy.gz
43,Blues,3433.fused.full.npy.gz
44,Blues,20578.fused.full.npy.gz
45,Blues,19133.fused.full.npy.gz
46,Blues,19129.fused.full.npy.gz
47,Blues,3428.fused.full.npy.gz
48,Blues,19135.fused.full.npy.gz
49,Blues,19125.fused.full.npy.gz
50,Blues,33969.fused.full.npy.gz
51,Blues,3426.fused.full.npy.gz
52,Blues,21799.fused.full.npy.gz
53,Blues,3443.fused.full.npy.gz
54,Blues,68888.fused.full.npy.gz
55,Blues,31486.fused.full.npy.gz
56,Blues,38545.fused.full.npy.gz
57,Blues,25067.fused.full.npy.gz
58,Blues,15510.fused.full.npy.gz
59,Blues,17559.fused.full.npy.gz
60,Blues,12792.fused.full.npy.gz
61,Blues,44437.fused.full.npy.gz
62,Blues,1046.fused.full.npy.gz
63,Blues,33967.fused.full.npy.gz
64,Blues,53396.fused.full.npy.gz
65,Blues,12884.fused.full.npy.gz
66,Blues,462.fused.full.npy.gz
67,Blues,3842.fused.full.npy.gz
68,Blues,43762.fused.full.npy.gz
69,Blues,66091.fused.full.npy.gz
70,Blues,12803.fused.full.npy.gz
71,Blues,3844.fused.full.npy.gz
72,Blues,3444.fused.full.npy.gz
73,Blues,461.fused.full.npy.gz
74,Blues,44439.fused.full.npy.gz
75,Blues,465.fused.full.npy.gz
76,Blues,12787.fused.full.npy.gz
77,Blues,33971.fused.full.npy.gz
78,Blues,34059.fused.full.npy.gz
79,Blues,38542.fused.full.npy.gz
80,Blues,38540.fused.full.npy.gz
81,Blues,43764.fused.full.npy.gz
82,Blues,25110.fused.full.npy.gz
83,Blues,18923.fused.full.npy.gz
84,Blues,16023.fused.full.npy.gz
85,Blues,34058.fused.full.npy.gz
86,Blues,80251.fused.full.npy.gz
87,Blues,18738.fused.full.npy.gz
88,Blues,80244.fused.full.npy.gz
89,Blues,44997.fused.full.npy.gz
90,Blues,57802.fused.full.npy.gz
91,Blues,66098.fused.full.npy.gz
92,Blues,123944.fused.full.npy.gz
93,Blues,123951.fused.full.npy.gz
94,Blues,3711.fused.full.npy.gz
95,Blues,27948.fused.full.npy.gz
96,Blues,66097.fused.full.npy.gz
97,Blues,57799.fused.full.npy.gz
98,Blues,40624.fused.full.npy.gz
99,Blues,3425.fused.full.npy.gz
100,Blues,123950.fused.full.npy.gz
101,Blues,57800.fused.full.npy.gz
102,Blues,34057.fused.full.npy.gz
103,Blues,44438.fused.full.npy.gz
104,Blues,66092.fused.full.npy.gz
105,Blues,123952.fused.full.npy.gz
106,Blues,18643.fused.full.npy.gz
107,Blues,63228.fused.full.npy.gz
108,Blues,38543.fused.full.npy.gz
109,Blues,3432.fused.full.npy.gz
110,Blues,42146.fused.full.npy.gz
111,Blues,1048.fused.full.npy.gz
112,Blues,40621.fused.full.npy.gz
113,Blues,20577.fused.full.npy.gz
114,Blues,1047.fused.full.npy.gz
115,Blues,67236.fused.full.npy.gz
116,Blues,123960.fused.full.npy.gz
117,Blues,63229.fused.full.npy.gz
118,Blues,17754.fused.full.npy.gz
119,Blues,3440.fused.full.npy.gz
120,Blues,31483.fused.full.npy.gz
121,Blues,42138.fused.full.npy.gz
122,Blues,44444.fused.full.npy.gz
123,Blues,34054.fused.full.npy.gz
124,Blues,13193.fused.full.npy.gz
125,Blues,3843.fused.full.npy.gz
126,Blues,3435.fused.full.npy.gz
127,Blues,82556.fused.full.npy.gz
128,Blues,3431.fused.full.npy.gz
129,Blues,38426.fused.full.npy.gz
130,Blues,38427.fused.full.npy.gz
131,Blues,80238.fused.full.npy.gz
132,Blues,66084.fused.full.npy.gz
133,Blues,24494.fused.full.npy.gz
134,Blues,21798.fused.full.npy.gz
135,Blues,43457.fused.full.npy.gz
136,Blues,38424.fused.full.npy.gz
137,Blues,123955.fused.full.npy.gz
138,Blues,31485.fused.full.npy.gz
139,Blues,123953.fused.full.npy.gz
140,Blues,19134.fused.full.npy.gz
141,Blues,16301.fused.full.npy.gz
142,Blues,22337.fused.full.npy.gz
143,Blues,33966.fused.full.npy.gz
144,Blues,42135.fused.full.npy.gz
145,Blues,38541.fused.full.npy.gz
146,Blues,66082.fused.full.npy.gz
147,Blues,33968.fused.full.npy.gz
148,Blues,19128.fused.full.npy.gz
149,Blues,31484.fused.full.npy.gz
150,Blues,42139.fused.full.npy.gz
151,Blues,11957.fused.full.npy.gz
152,Blues,18918.fused.full.npy.gz
153,Blues,12796.fused.full.npy.gz
154,Blues,44441.fused.full.npy.gz
155,Blues,19130.fused.full.npy.gz
156,Blues,13671.fused.full.npy.gz
157,Blues,66090.fused.full.npy.gz
158,Blues,38538.fused.full.npy.gz
159,Blues,66088.fused.full.npy.gz
160,Blues,66078.fused.full.npy.gz
161,Blues,1045.fused.full.npy.gz
162,Blues,1044.fused.full.npy.gz
163,Blues,80240.fused.full.npy.gz
164,Blues,123958.fused.full.npy.gz
165,Blues,33964.fused.full.npy.gz
166,Blues,45003.fused.full.npy.gz
167,Blues,19131.fused.full.npy.gz
168,Blues,40620.fused.full.npy.gz
169,Blues,44998.fused.full.npy.gz
170,Blues,42129.fused.full.npy.gz
171,Blues,18917.fused.full.npy.gz
172,Blues,45004.fused.full.npy.gz
173,Blues,3445.fused.full.npy.gz
174,Blues,66085.fused.full.npy.gz
175,Blues,4540.fused.full.npy.gz
176,Blues,66093.fused.full.npy.gz
177,Blues,17695.fused.full.npy.gz
178,Blues,1042.fused.full.npy.gz
179,Blues,66099.fused.full.npy.gz
180,Blues,3424.fused.full.npy.gz
181,Blues,66095.fused.full.npy.gz
182,Blues,20434.fused.full.npy.gz
183,Blues,16304.fused.full.npy.gz
184,Blues,57798.fused.full.npy.gz
185,Blues,40622.fused.full.npy.gz
186,Blues,20576.fused.full.npy.gz
187,Blues,3846.fused.full.npy.gz
188,Blues,19137.fused.full.npy.gz
189,Blues,123943.fused.full.npy.gz
190,Blues,30866.fused.full.npy.gz
191,Blues,17779.fused.full.npy.gz
192,Blues,45002.fused.full.npy.gz
193,Blues,40623.fused.full.npy.gz
194,Blues,17557.fused.full.npy.gz
195,Blues,57801.fused.full.npy.gz
196,Blues,66100.fused.full.npy.gz
197,Blues,123945.fused.full.npy.gz
198,Blues,56442.fused.full.npy.gz
199,Blues,4538.fused.full.npy.gz
40,Chiptune,115377.fused.full.npy.gz
41,Chiptune,45503.fused.full.npy.gz
42,Chiptune,30518.fused.full.npy.gz
43,Chiptune,25376.fused.full.npy.gz
44,Chiptune,115379.fused.full.npy.gz
45,Chiptune,29532.fused.full.npy.gz
46,Chiptune,23857.fused.full.npy.gz
47,Chiptune,45506.fused.full.npy.gz
48,Chiptune,19264.fused.full.npy.gz
49,Chiptune,115367.fused.full.npy.gz
50,Chiptune,30522.fused.full.npy.gz
51,Chiptune,31456.fused.full.npy.gz
52,Chiptune,44803.fused.full.npy.gz
53,Chiptune,45099.fused.full.npy.gz
54,Chiptune,32431.fused.full.npy.gz
55,Chiptune,19266.fused.full.npy.gz
56,Chiptune,25387.fused.full.npy.gz
57,Chiptune,115373.fused.full.npy.gz
58,Chiptune,115378.fused.full.npy.gz
59,Chiptune,20670.fused.full.npy.gz
60,Chiptune,25382.fused.full.npy.gz
61,Chiptune,20677.fused.full.npy.gz
62,Chiptune,19262.fused.full.npy.gz
63,Chiptune,18762.fused.full.npy.gz
64,Chiptune,115357.fused.full.npy.gz
65,Chiptune,115388.fused.full.npy.gz
66,Chiptune,36055.fused.full.npy.gz
67,Chiptune,48559.fused.full.npy.gz
68,Chiptune,37390.fused.full.npy.gz
69,Chiptune,48555.fused.full.npy.gz
70,Chiptune,23858.fused.full.npy.gz
71,Chiptune,32433.fused.full.npy.gz
72,Chiptune,32436.fused.full.npy.gz
73,Chiptune,37921.fused.full.npy.gz
74,Chiptune,115381.fused.full.npy.gz
75,Chiptune,40786.fused.full.npy.gz
76,Chiptune,51785.fused.full.npy.gz
77,Chiptune,29529.fused.full.npy.gz
78,Chiptune,32087.fused.full.npy.gz
79,Chiptune,31458.fused.full.npy.gz
80,Chiptune,44095.fused.full.npy.gz
81,Chiptune,44802.fused.full.npy.gz
82,Chiptune,20673.fused.full.npy.gz
83,Chiptune,115386.fused.full.npy.gz
84,Chiptune,23885.fused.full.npy.gz
85,Chiptune,37919.fused.full.npy.gz
86,Chiptune,20665.fused.full.npy.gz
87,Chiptune,115372.fused.full.npy.gz
88,Chiptune,48554.fused.full.npy.gz
89,Chiptune,45101.fused.full.npy.gz
90,Chiptune,25389.fused.full.npy.gz
91,Chiptune,23360.fused.full.npy.gz
92,Chiptune,48290.fused.full.npy.gz
93,Chiptune,31459.fused.full.npy.gz
94,Chiptune,23879.fused.full.npy.gz
95,Chiptune,32432.fused.full.npy.gz
96,Chiptune,44097.fused.full.npy.gz
97,Chiptune,40789.fused.full.npy.gz
98,Chiptune,48289.fused.full.npy.gz
99,Chiptune,23854.fused.full.npy.gz
100,Chiptune,25368.fused.full.npy.gz
101,Chiptune,30521.fused.full.npy.gz
102,Chiptune,41460.fused.full.npy.gz
103,Chiptune,115375.fused.full.npy.gz
104,Chiptune,48291.fused.full.npy.gz
105,Chiptune,44092.fused.full.npy.gz
106,Chiptune,48294.fused.full.npy.gz
107,Chiptune,17882.fused.full.npy.gz
108,Chiptune,48298.fused.full.npy.gz
109,Chiptune,115370.fused.full.npy.gz
110,Chiptune,45504.fused.full.npy.gz
111,Chiptune,115380.fused.full.npy.gz
112,Chiptune,23883.fused.full.npy.gz
113,Chiptune,41453.fused.full.npy.gz
114,Chiptune,115376.fused.full.npy.gz
115,Chiptune,23853.fused.full.npy.gz
116,Chiptune,32091.fused.full.npy.gz
117,Chiptune,19788.fused.full.npy.gz
118,Chiptune,20667.fused.full.npy.gz
119,Chiptune,19270.fused.full.npy.gz
120,Chiptune,44096.fused.full.npy.gz
121,Chiptune,20672.fused.full.npy.gz
122,Chiptune,115392.fused.full.npy.gz
123,Chiptune,41452.fused.full.npy.gz
124,Chiptune,39286.fused.full.npy.gz
125,Chiptune,41455.fused.full.npy.gz
126,Chiptune,23861.fused.full.npy.gz
127,Chiptune,48556.fused.full.npy.gz
128,Chiptune,19272.fused.full.npy.gz
129,Chiptune,33137.fused.full.npy.gz
130,Chiptune,32088.fused.full.npy.gz
131,Chiptune,30519.fused.full.npy.gz
132,Chiptune,26870.fused.full.npy.gz
133,Chiptune,25380.fused.full.npy.gz
134,Chiptune,25372.fused.full.npy.gz
135,Chiptune,20676.fused.full.npy.gz
136,Chiptune,19785.fused.full.npy.gz
137,Chiptune,39289.fused.full.npy.gz
138,Chiptune,25375.fused.full.npy.gz
139,Chiptune,18764.fused.full.npy.gz
140,Chiptune,32090.fused.full.npy.gz
141,Chiptune,37918.fused.full.npy.gz
142,Chiptune,29528.fused.full.npy.gz
143,Chiptune,48558.fused.full.npy.gz
144,Chiptune,31457.fused.full.npy.gz
145,Chiptune,25374.fused.full.npy.gz
146,Chiptune,23356.fused.full.npy.gz
147,Chiptune,25367.fused.full.npy.gz
148,Chiptune,32438.fused.full.npy.gz
149,Chiptune,45103.fused.full.npy.gz
150,Chiptune,33138.fused.full.npy.gz
151,Chiptune,115362.fused.full.npy.gz
152,Chiptune,30520.fused.full.npy.gz
153,Chiptune,19263.fused.full.npy.gz
154,Chiptune,23361.fused.full.npy.gz
155,Chiptune,115371.fused.full.npy.gz
156,Chiptune,55776.fused.full.npy.gz
157,Chiptune,18636.fused.full.npy.gz
158,Chiptune,23855.fused.full.npy.gz
159,Chiptune,19787.fused.full.npy.gz
160,Chiptune,25391.fused.full.npy.gz
161,Chiptune,25379.fused.full.npy.gz
162,Chiptune,115387.fused.full.npy.gz
163,Chiptune,115363.fused.full.npy.gz
164,Chiptune,115359.fused.full.npy.gz
165,Chiptune,48557.fused.full.npy.gz
166,Chiptune,48292.fused.full.npy.gz
167,Chiptune,20664.fused.full.npy.gz
168,Chiptune,25378.fused.full.npy.gz
169,Chiptune,25384.fused.full.npy.gz
170,Chiptune,39284.fused.full.npy.gz
171,Chiptune,23860.fused.full.npy.gz
172,Chiptune,44093.fused.full.npy.gz
173,Chiptune,19782.fused.full.npy.gz
174,Chiptune,39285.fused.full.npy.gz
175,Chiptune,18763.fused.full.npy.gz
176,Chiptune,115356.fused.full.npy.gz
177,Chiptune,20663.fused.full.npy.gz
178,Chiptune,23363.fused.full.npy.gz
